case,run,sensor,idx_exit_start,idx_end,signal_length,has_exit,exit_confidence,segment_status,method,note,detection_window,detection_hop,refined_after_min_idx_violation,initial_idx_exit_start,initial_detection_window,initial_detection_hop,time,DOC,feed,material,material_name,VB
1,1,smcDC,7054,7054,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7054,180,16,2,1.5,0.5,1,cast_iron,0.0
1,2,smcDC,7246,7246,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7246,180,16,4,1.5,0.5,1,cast_iron,
1,3,smcDC,7246,7246,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7246,180,16,6,1.5,0.5,1,cast_iron,
1,4,smcDC,7150,7150,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7150,180,16,7,1.5,0.5,1,cast_iron,0.11
1,5,smcDC,7406,7406,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7406,180,16,11,1.5,0.5,1,cast_iron,
1,6,smcDC,7358,7358,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7358,180,16,15,1.5,0.5,1,cast_iron,0.2
1,7,smcDC,6670,6670,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,6670,180,16,19,1.5,0.5,1,cast_iron,0.24
1,8,smcDC,7374,7374,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7374,180,16,22,1.5,0.5,1,cast_iron,0.29
1,9,smcDC,7294,7294,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7294,180,16,26,1.5,0.5,1,cast_iron,0.28
1,10,smcDC,7240,7240,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7240,180,16,29,1.5,0.5,1,cast_iron,0.29
1,11,smcDC,7350,7350,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7350,180,16,32,1.5,0.5,1,cast_iron,0.38
1,12,smcDC,7838,7838,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7838,180,16,35,1.5,0.5,1,cast_iron,0.4
1,13,smcDC,7614,7614,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7614,180,16,38,1.5,0.5,1,cast_iron,0.43
1,14,smcDC,7534,7534,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7534,180,16,41,1.5,0.5,1,cast_iron,0.45
1,15,smcDC,7646,7646,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7646,180,16,44,1.5,0.5,1,cast_iron,0.5
1,16,smcDC,7406,7406,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7406,180,16,46,1.5,0.5,1,cast_iron,
1,17,smcDC,7370,7370,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7370,180,16,48,1.5,0.5,1,cast_iron,0.44
2,1,smcDC,9000,9000,9000,False,0.0,abnormal_run,reverse_rolling_kurtosis_std_level_v4,manual_abnormal_run_excluded_from_exit_audit,180,16,False,9000,180,16,3,0.75,0.5,1,cast_iron,0.08
2,2,smcDC,7294,7294,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7294,180,16,9,0.75,0.5,1,cast_iron,0.14
2,3,smcDC,6846,6846,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,6846,180,16,12,0.75,0.5,1,cast_iron,0.14
2,4,smcDC,7390,7390,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7390,180,16,15,0.75,0.5,1,cast_iron,0.14
2,5,smcDC,7278,7278,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7278,180,16,22,0.75,0.5,1,cast_iron,0.15
2,6,smcDC,7182,7182,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7182,180,16,24,0.75,0.5,1,cast_iron,
2,7,smcDC,7246,7246,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7246,180,16,27,0.75,0.5,1,cast_iron,0.18
2,8,smcDC,7166,7166,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7166,180,16,33,0.75,0.5,1,cast_iron,0.22
2,9,smcDC,7118,7118,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7118,180,16,39,0.75,0.5,1,cast_iron,0.26
2,10,smcDC,8174,8174,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,8174,180,16,45,0.75,0.5,1,cast_iron,0.31
2,11,smcDC,6942,6942,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,6942,180,16,51,0.75,0.5,1,cast_iron,0.38
2,12,smcDC,6894,6894,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,6894,180,16,59,0.75,0.5,1,cast_iron,0.43
2,13,smcDC,7248,7248,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,refined_after_min_idx_violation|reverse_level_drop_with_weak_kurtosis_cluster,256,8,True,4446,180,16,66,0.75,0.5,1,cast_iron,0.48
2,14,smcDC,8126,8126,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,8126,180,16,72,0.75,0.5,1,cast_iron,0.55
3,1,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,0,0.75,0.25,1,cast_iron,0.0
3,2,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,3,0.75,0.25,1,cast_iron,0.13
3,3,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,9,0.75,0.25,1,cast_iron,0.13
3,5,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,21,0.75,0.25,1,cast_iron,0.17
3,6,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,27,0.75,0.25,1,cast_iron,0.19
3,7,smcDC,9000,9000,9000,False,0.0744047619047619,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,33,0.75,0.25,1,cast_iron,0.2
3,8,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,39,0.75,0.25,1,cast_iron,0.23
3,9,smcDC,9000,9000,9000,False,0.015625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,45,0.75,0.25,1,cast_iron,0.23
3,10,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,51,0.75,0.25,1,cast_iron,0.26
3,11,smcDC,9000,9000,9000,False,0.00390625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,57,0.75,0.25,1,cast_iron,0.28
3,12,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,63,0.75,0.25,1,cast_iron,0.33
3,14,smcDC,9000,9000,9000,False,0.078125,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,69,0.75,0.25,1,cast_iron,0.36
3,15,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,75,0.75,0.25,1,cast_iron,0.44
3,16,smcDC,9000,9000,9000,False,0.09375,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,81,0.75,0.25,1,cast_iron,0.55
4,1,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,3,1.5,0.25,1,cast_iron,0.08
4,2,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,9,1.5,0.25,1,cast_iron,0.13
4,3,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,15,1.5,0.25,1,cast_iron,0.2
4,4,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,21,1.5,0.25,1,cast_iron,0.31
4,5,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,27,1.5,0.25,1,cast_iron,0.35
4,6,smcDC,9000,9000,9000,False,0.03515625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,34,1.5,0.25,1,cast_iron,0.4
4,7,smcDC,9000,9000,9000,False,0.00390625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,39,1.5,0.25,1,cast_iron,0.49
5,1,smcDC,7006,7006,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7006,180,16,0,1.5,0.5,2,steel,0.0
5,2,smcDC,7070,7070,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7070,180,16,3,1.5,0.5,2,steel,0.16
5,3,smcDC,7182,7182,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7182,180,16,6,1.5,0.5,2,steel,0.29
5,4,smcDC,7214,7214,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7214,180,16,9,1.5,0.5,2,steel,0.44
5,5,smcDC,7298,7298,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7298,180,16,12,1.5,0.5,2,steel,0.53
5,6,smcDC,7294,7294,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7294,180,16,15,1.5,0.5,2,steel,0.74
6,1,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,0,1.5,0.25,2,steel,0.0
7,1,smcDC,9000,9000,9000,False,0.1323529411764706,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,1,0.75,0.25,2,steel,0.0
7,2,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,3,0.75,0.25,2,steel,0.09
7,3,smcDC,9000,9000,9000,False,0.0625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,6,0.75,0.25,2,steel,0.13
7,4,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,10,0.75,0.25,2,steel,0.22
7,5,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,13,0.75,0.25,2,steel,0.24
7,6,smcDC,9000,9000,9000,False,0.0625,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,15,0.75,0.25,2,steel,0.34
7,7,smcDC,9000,9000,9000,False,0.19,steady_to_end,reverse_rolling_kurtosis_std_level_v4,weak_or_no_stable_landing_after_tail_instability,180,16,False,9000,180,16,19,0.75,0.25,2,steel,0.46
7,8,smcDC,9000,9000,9000,False,0.0,steady_to_end,reverse_rolling_kurtosis_std_level_v4,no_tail_instability_cluster,180,16,False,9000,180,16,21,0.75,0.25,2,steel,
8,1,smcDC,7054,7054,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7054,180,16,0,0.75,0.5,2,steel,0.0
8,2,smcDC,7162,7162,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7162,180,16,3,0.75,0.5,2,steel,0.18
8,3,smcDC,7134,7134,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7134,180,16,6,0.75,0.5,2,steel,0.3
8,4,smcDC,7102,7102,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7102,180,16,8,0.75,0.5,2,steel,
8,5,smcDC,7214,7214,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7214,180,16,9,0.75,0.5,2,steel,0.44
8,6,smcDC,7103,7103,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7103,180,16,12,0.75,0.5,2,steel,0.62
9,1,smcDC,7000,7000,9000,True,0.98125,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_weak_kurtosis_cluster,180,16,False,7000,180,16,1,1.5,0.5,1,cast_iron,0.0
9,2,smcDC,6958,6958,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,6958,180,16,3,1.5,0.5,1,cast_iron,0.1
9,3,smcDC,6942,6942,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,6942,180,16,9,1.5,0.5,1,cast_iron,0.14
9,4,smcDC,7022,7022,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7022,180,16,16,1.5,0.5,1,cast_iron,0.19
9,5,smcDC,7006,7006,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7006,180,16,22,1.5,0.5,1,cast_iron,0.27
9,6,smcDC,7006,7006,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_rolling_kurtosis_tail_to_steady_level_validated,180,16,False,7006,180,16,28,1.5,0.5,1,cast_iron,0.38
9,7,smcDC,7280,7280,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7280,180,16,34,1.5,0.5,1,cast_iron,0.47
9,8,smcDC,7311,7311,9000,True,1.0,normal_exit,reverse_rolling_kurtosis_std_level_v4,reverse_level_drop_with_no_tail_kurtosis_cluster,180,16,False,7311,180,16,40,1.5,0.5,1,cast_iron,0.64
